"","F2","F6","F9","F11","F20","F26","F27","F28","F31","F33","F127","F201","F202"
"6101","Канский район",2016-06-22,0,"Город","Прочий объект на открытой территории","Не указана","На пустыре","Не установлена","Не установлен","Прочие причины, связанные с неосторожным обращением с огнем",0,0,1
"6102","Канский район",2016-06-22,0,"Город","Прочий объект на открытой территории","Не указана","На обочине дороги","Не установлена","Не установлен","Прочие причины, связанные с неосторожным обращением с огнем",0,0,1
"6103","Канский район",2016-06-22,0,"Город","Прочий объект на открытой территории","Не указана","На территории домовладения","Не установлена","Не установлен","Прочие причины, связанные с неосторожным обращением с огнем",0,0,1
"6104","Канский район",2016-06-22,0,"Город","Прочий объект на открытой территории","Не указана","На территории домовладения","Не установлена","Не установлен","Прочие причины, связанные с неосторожным обращением с огнем",0,0,1
"6105","Канский район",2016-06-23,0,"Город","Прочий объект на открытой территории","Не указана","На свалке","Не установлена","Не установлен","Прочие причины, связанные с неосторожным обращением с огнем",0,0,1
"6106","Канский район",2016-06-23,0,"Город","Прочий объект на открытой территории","Не указана","На свалке","Не установлена","Не установлен","Прочие причины, связанные с неосторожным обращением с огнем",0,0,1
"6107","Канский район",2016-06-23,0,"Город","Прочий объект на открытой территории","Не указана","На свалке","Не установлена","Не установлен","Прочие причины, связанные с неосторожным обращением с огнем",0,0,1
"6108","Канский район",2016-06-24,0,"Город","Прочий объект на открытой территории","Не указана","На свалке","Не установлена","Не установлен","Прочие причины, связанные с неосторожным обращением с огнем",0,0,1
"6109","Канский район",2016-06-24,0,"Город","Прочий объект на открытой территории","Не указана","Тополиный пух","Не установлена","Не установлен","Прочие причины, связанные с неосторожным обращением с огнем",0,0,1
"6110","Канский район",2016-06-24,0,"Город","Прочий объект на открытой территории","Не указана","На пустыре","Не установлена","Не установлен","Прочие причины, связанные с неосторожным обращением с огнем",0,0,1
"6111","Канский район",2016-06-24,0,"Город","Прочий объект на открытой территории","Не указана","Сухая трава (сено, камыш и т.д.)","Не установлена","Не установлен","Прочие причины, связанные с неосторожным обращением с огнем",0,0,1
"6112","Канский район",2016-06-24,0,"Город","Прочий объект на открытой территории","Не указана","Тополиный пух","Не установлена","Не установлен","Прочие причины, связанные с неосторожным обращением с огнем",0,0,1
"6113","Канский район",2016-06-24,0,"Город","Прочий объект на открытой территории","Не указана","Тополиный пух","Не установлена","Не установлен","Прочие причины, связанные с неосторожным обращением с огнем",0,0,1
"6114","Канский район",2016-06-24,0,"Город","Прочий объект на открытой территории","Не указана","Сухая трава (сено, камыш и т.д.)","Не установлена","Не установлен","Прочие причины, связанные с неосторожным обращением с огнем",0,0,1
"6115","Канский район",2016-06-24,0,"Город","Прочий объект на открытой территории","Не указана","Сухая трава (сено, камыш и т.д.)","Не установлена","Не установлен","Прочие причины, связанные с неосторожным обращением с огнем",0,0,1
"6116","Канский район ",2016-06-24,0,"Сельский населенный пункт","Прочий объект на открытой территории","Не указана","Сухая трава (сено, камыш и т.д.)","Не установлена","Не установлен","Прочие причины, связанные с неосторожным обращением с огнем",0,0,1
"6117","Канский район",2016-06-24,0,"Город","Прочий объект на открытой территории","Не указана","Сухая трава (сено, камыш и т.д.)","Не установлена","Не установлен","Прочие причины, связанные с неосторожным обращением с огнем",0,0,1
"6118","Канский район",2016-06-25,0,"Город","Неэксплуатируемое здание (сооружение)","Не указана","Бесхозное здание","Не установлена","Не установлен","Прочие причины, связанные с неосторожным обращением с огнем",0,0,1
"6119","Канский район",2016-06-27,0,"Город","Площадка для мусора, мусор на территории жилой зоны","Не указана","На контейнерной площадке","Не установлена","Не установлен","Прочие причины, связанные с неосторожным обращением с огнем",0,0,1
"6120","Канский район",2016-06-26,2,"Город","Гараж, тент–укрытие и т.д.","V","Помещение для хранения и ремонта транспорта (гараж)","Пол","Отделочные материалы","Прочие причины, связанные с неосторожным обращением с огнем",0,1,0
"6121","Канский район",2016-06-24,0,"Город","Одноквартирный жилой дом","V","Веранда, терраса, тамбур","Стена, перегородка","Отделочные материалы","Оставление источника открытого горения, тления (кроме сигареты) без присмотра",0,1,0
"6122","Канский район ",2016-06-21,0,"Сельский населенный пункт","Легковой автомобиль","Отсутствует","Отсек двигателя","Не установлена","Изоляционные материалы токоведущих частей","Неисправность электрооборудования транспортного средства",0,1,0
"6123","Канский район",2016-06-20,0,"Город","Одноквартирный жилой дом","V","Кухня","Пол","Отделочные материалы","Умышленные действия по уничтожению (повреждению) имущества, нанесению вреда здоровью человека при помощи огня (поджог)",0,1,0
"6124","Канский район",2016-06-15,0,"Город","Баня, сауна на территории домовладения","V","Сауна, парилка","Стена, перегородка","Отделочные материалы","Нарушение правил пожарной безопасности при эксплуатации печей",0,1,0
"6125","Канский район",2016-06-14,0,"Город","Надворная постройка","V","Подсобное помещение","Стена, перегородка","Строительные материалы","Прочие причины, связанные с неосторожным обращением с огнем",0,1,0
"6126","Канский район",2016-06-14,0,"Город","Многоквартирный жилой дом","V","Прочее место на наружной части здания","Стена, перегородка","Строительные материалы","Умышленные действия по уничтожению (повреждению) имущества, нанесению вреда здоровью человека при помощи огня (поджог)",0,1,0
"6127","Канский район",2016-06-16,0,"Город","Баня, сауна на территории домовладения","V","Сауна, парилка","Потолочное перекрытие (подвесной потолок)","Строительные материалы","Нарушение правил пожарной безопасности при эксплуатации печей",0,1,0
"6128","Канский район",2016-06-12,0,"Город","Баня, сауна на территории домовладения","V","Сауна, парилка","Потолочное перекрытие (подвесной потолок)","Строительные материалы","Нарушение правил пожарной безопасности при эксплуатации печей",0,1,0
"6129","Канский район",2016-06-12,0,"Город","Легковой автомобиль","Отсутствует","Кабина водителя, машиниста","Крыша","Не установлен","Умышленные действия по уничтожению (повреждению) имущества, нанесению вреда здоровью человека при помощи огня (поджог)",0,1,0
"6130","Канский район",2016-06-10,0,"Город","Магазины со смешанным ассортиментом товаров","V","Торговый зал, операционный зал почты, биржи, банка и пр.","Стена, перегородка","Отделочные материалы","Нарушение правил технической эксплуатации электрооборудования",0,1,0
"6131","Канский район ",2016-06-09,0,"Сельский населенный пункт","Баня, сауна на территории домовладения","V","Сауна, парилка","Потолочное перекрытие (подвесной потолок)","Строительные материалы","Нарушение правил пожарной безопасности при эксплуатации печей",0,1,0
"6132","Канский район",2016-06-08,0,"Город","Баня, сауна на территории домовладения","V","Сауна, парилка","Потолочное перекрытие (подвесной потолок)","Строительные материалы","Нарушение правил пожарной безопасности при эксплуатации печей",0,1,0
"6133","Канский район ",2016-06-08,0,"Сельский населенный пункт","Многоквартирный жилой дом","V","Веранда, терраса, тамбур","Пол","Строительные материалы","Умышленные действия по уничтожению (повреждению) имущества, нанесению вреда здоровью человека при помощи огня (поджог)",0,1,0
"6134","Канский район",2016-06-07,0,"Город","Одноквартирный жилой дом","V","Кухня","Стена, перегородка","Строительные материалы","Нарушение правил пожарной безопасности при эксплуатации газового оборудования",0,1,0
"6135","Канский район",2016-06-06,0,"Город","Баня, сауна на территории домовладения","V","Сауна, парилка","Потолочное перекрытие (подвесной потолок)","Строительные материалы","Нарушение правил пожарной безопасности при эксплуатации печей",0,1,0
"6136","Канский район ",2016-06-03,0,"Сельский населенный пункт","Вагончик для жилья, дом мобильного типа, палатка и другое строение","V","Комната, жилое, спальное помещение, палата","Потолочное перекрытие (подвесной потолок)","Строительные материалы","Нарушение правил пожарной безопасности при эксплуатации печей",0,1,0
"6137","Канский район ",2016-06-03,0,"Сельский населенный пункт","Баня, сауна на территории домовладения","V","Сауна, парилка","Потолочное перекрытие (подвесной потолок)","Строительные материалы","Нарушение правил пожарной безопасности при эксплуатации печей",0,1,0
"6138","Канский район",2016-06-01,0,"Город","Грузовой автомобиль","Отсутствует","Прочее по данной группе (отсек транспортного средства)","Не установлена","Не установлен","Неисправность систем, механизмов и узлов транспортного средства",0,1,0
"6139","Минусинск",2016-06-01,0,"Город","Строящийся одноквартирный жилой дом","V","Прочие помещения","Пол","Деревянные, бумажные изделия, материалы","Неосторожность при курении",0,1,0
"6140","Минусинск",2016-05-31,0,"Город","Полосы отчуждения и обочины дорог, луга, пустыри (в т.ч. мусор, сухая трава и др.)","Отсутствует","На обочине дороги","Код конструкции не указан","Отходы производства, прочие материалы (мусор)","Неосторожность при сжигании мусора, травы и иных изделий (материалов)",0,0,1
"6141","Минусинск",2016-05-30,0,"Город","Полосы отчуждения и обочины дорог, луга, пустыри (в т.ч. мусор, сухая трава и др.)","Отсутствует","На пустыре","Код конструкции не указан","Деревянные, бумажные изделия, материалы","Неосторожность при сжигании мусора, травы и иных изделий (материалов)",0,0,1
"6142","Минусинск",2016-05-30,0,"Город","Полосы отчуждения и обочины дорог, луга, пустыри (в т.ч. мусор, сухая трава и др.)","Отсутствует","На обочине дороги","Код конструкции не указан","Деревянные, бумажные изделия, материалы","Неосторожность при сжигании мусора, травы и иных изделий (материалов)",0,0,1
"6143","Минусинск",2016-06-02,0,"Город","Полосы отчуждения и обочины дорог, луга, пустыри (в т.ч. мусор, сухая трава и др.)","Отсутствует","На пустыре","Код конструкции не указан","Деревянные, бумажные изделия, материалы","Неосторожность при сжигании мусора, травы и иных изделий (материалов)",0,0,1
"6144","Минусинский район",2016-06-04,0,"Сельский населенный пункт","Полосы отчуждения и обочины дорог, луга, пустыри (в т.ч. мусор, сухая трава и др.)","Отсутствует","На обочине дороги","Код конструкции не указан","Отходы производства, прочие материалы (мусор)","Неосторожность при сжигании мусора, травы и иных изделий (материалов)",0,0,1
"6145","Минусинск",2016-06-04,0,"Город","Полосы отчуждения и обочины дорог, луга, пустыри (в т.ч. мусор, сухая трава и др.)","Отсутствует","На свалке","Код конструкции не указан","Отходы производства, прочие материалы (мусор)","Неосторожность при сжигании мусора, травы и иных изделий (материалов)",0,0,1
"6146","Минусинск",2016-06-04,0,"Город","Полосы отчуждения и обочины дорог, луга, пустыри (в т.ч. мусор, сухая трава и др.)","Отсутствует","На свалке","Код конструкции не указан","Отходы производства, прочие материалы (мусор)","Неосторожность при сжигании мусора, травы и иных изделий (материалов)",0,0,1
"6147","Минусинск",2016-06-07,0,"Город","Здание для содержания, эксплуатации и ремонта автомобильной, строительной и железнодорожной, авиационной и другой техники (гараж, автомойка, железнодорожное депо, ангар для авиационной техники и др.)","III","Салон, кузов","Потолочное перекрытие (подвесной потолок)","Резинотехнические изделия и материалы","Умышленные действия по уничтожению (повреждению) имущества, нанесению вреда здоровью человека при помощи огня (поджог)",0,1,0
"6148","Минусинский район",2016-06-09,0,"Сельский населенный пункт","Полосы отчуждения и обочины дорог, луга, пустыри (в т.ч. мусор, сухая трава и др.)","Отсутствует","На пустыре","Код конструкции не указан","Отходы производства, прочие материалы (мусор)","Неосторожность при сжигании мусора, травы и иных изделий (материалов)",0,0,1
"6149","Минусинск",2016-06-10,0,"Населенный пункт городского типа","Полосы отчуждения и обочины дорог, луга, пустыри (в т.ч. мусор, сухая трава и др.)","Отсутствует","На свалке","Код конструкции не указан","Отходы производства, прочие материалы (мусор)","Неосторожность при сжигании мусора, травы и иных изделий (материалов)",0,0,1
"6150","Минусинский район",2016-06-12,0,"Вне территории населенного пункта","Полосы отчуждения и обочины дорог, луга, пустыри (в т.ч. мусор, сухая трава и др.)","Отсутствует","Сухая трава (сено, камыш и т.д.)","Код конструкции не указан","Отходы производства, прочие материалы (мусор)","Неосторожность при сжигании мусора, травы и иных изделий (материалов)",0,0,1
"6151","Минусинск",2016-06-13,0,"Город","Полосы отчуждения и обочины дорог, луга, пустыри (в т.ч. мусор, сухая трава и др.)","Отсутствует","На обочине дороги","Код конструкции не указан","Отходы производства, прочие материалы (мусор)","Неосторожность при сжигании мусора, травы и иных изделий (материалов)",0,0,1
"6152","Минусинский район",2016-06-13,0,"Вне территории населенного пункта","Полосы отчуждения и обочины дорог, луга, пустыри (в т.ч. мусор, сухая трава и др.)","Отсутствует","На пустыре","Код конструкции не указан","Отходы производства, прочие материалы (мусор)","Неосторожность при сжигании мусора, травы и иных изделий (материалов)",0,0,1
"6153","Минусинский район",2016-06-14,0,"Вне территории населенного пункта","Полосы отчуждения и обочины дорог, луга, пустыри (в т.ч. мусор, сухая трава и др.)","Отсутствует","На пустыре","Код конструкции не указан","Отходы производства, прочие материалы (мусор)","Неосторожность при сжигании мусора, травы и иных изделий (материалов)",0,0,1
"6154","Минусинский район",2016-06-14,0,"Вне территории населенного пункта","Полосы отчуждения и обочины дорог, луга, пустыри (в т.ч. мусор, сухая трава и др.)","Отсутствует","На пустыре","Код конструкции не указан","Отходы производства, прочие материалы (мусор)","Неосторожность при сжигании мусора, травы и иных изделий (материалов)",0,0,1
"6155","Минусинск",2016-06-15,0,"Город","Полосы отчуждения и обочины дорог, луга, пустыри (в т.ч. мусор, сухая трава и др.)","Отсутствует","На пустыре","Код конструкции не указан","Отходы производства, прочие материалы (мусор)","Неосторожность при курении",0,0,1
"6156","Минусинск",2016-06-15,0,"Город","Полосы отчуждения и обочины дорог, луга, пустыри (в т.ч. мусор, сухая трава и др.)","Отсутствует","На пустыре","Код конструкции не указан","Отходы производства, прочие материалы (мусор)","Неосторожность при сжигании мусора, травы и иных изделий (материалов)",0,0,1
"6157","Минусинск",2016-06-16,0,"Город","Легковой автомобиль","Отсутствует","Отсек двигателя","Код конструкции не указан","Полимерные материалы","Неисправность электрооборудования транспортного средства",0,1,0
"6158","Минусинск",2016-06-17,0,"Город","Одноквартирный жилой дом","V","В подвальном помещении жилого здания","Пол","Уголь, торф","Самовозгорание веществ и материалов",0,0,1
"6159","Минусинск",2016-06-22,0,"Город","Легковой автомобиль","Отсутствует","Отсек двигателя","Код конструкции не указан","Полимерные материалы","Неисправность электрооборудования транспортного средства",0,1,0
"6160","Минусинск",2016-06-23,0,"Город","Полосы отчуждения и обочины дорог, луга, пустыри (в т.ч. мусор, сухая трава и др.)","Отсутствует","На пустыре","Код конструкции не указан","Отходы производства, прочие материалы (мусор)","Неосторожность при сжигании мусора, травы и иных изделий (материалов)",0,0,1
"6161","Минусинск",2016-06-24,0,"Город","Одноквартирный жилой дом","V","Кухня","Пол","Деревянные, бумажные изделия, материалы","Неосторожность при приготовлении пищи",0,1,0
"6162","Минусинский район",2016-06-24,0,"Вне территории населенного пункта","Полосы отчуждения и обочины дорог, луга, пустыри (в т.ч. мусор, сухая трава и др.)","Отсутствует","На пустыре","Код конструкции не указан","Отходы производства, прочие материалы (мусор)","Неосторожность при сжигании мусора, травы и иных изделий (материалов)",0,0,1
"6163","Пировский район",2016-06-25,0,"Сельский населенный пункт","Надворная постройка","V","Прочее место на наружной части здания","Стена, перегородка","Деревянные, бумажные изделия, материалы","Неправильное устройство или неисправность печи",0,1,0
"6164","Большеулуйский район",2016-06-19,0,"Сельский населенный пункт","Многоквартирный жилой дом","V","Наружный щит, реклама, фасад, стена здания","Стена, перегородка","Деревянные, бумажные изделия, материалы","Прочие причины, связанные с неосторожным обращением с огнем",0,1,0
"6165","Бирилюсский район",2016-06-24,0,"Сельский населенный пункт","Надворная постройка","V","Помещение для хранения и ремонта транспорта (гараж)","Стена, перегородка","Деревянные, бумажные изделия, материалы","Прочие причины, связанные с неосторожным обращением с огнем",0,1,0
"6166","Емельяновский район",2016-05-31,0,"Сельский населенный пункт","Полосы отчуждения и обочины дорог, луга, пустыри (в т.ч. мусор, сухая трава и др.)","Не указана","На пустыре","Не установлена","Отходы производства, прочие материалы (мусор)","Причина не указана",0,0,1
"6167","Емельяновский район",2016-05-31,0,"Сельский населенный пункт","Полосы отчуждения и обочины дорог, луга, пустыри (в т.ч. мусор, сухая трава и др.)","Не указана","На пустыре","Не установлена","Отходы производства, прочие материалы (мусор)","Причина не указана",0,0,1
"6168","Емельяновский район",2016-05-31,0,"Сельский населенный пункт","Полосы отчуждения и обочины дорог, луга, пустыри (в т.ч. мусор, сухая трава и др.)","Не указана","На пустыре","Не установлена","Отходы производства, прочие материалы (мусор)","Причина не указана",0,0,1
"6169","Емельяновский район",2016-05-28,0,"Сельский населенный пункт","Полосы отчуждения и обочины дорог, луга, пустыри (в т.ч. мусор, сухая трава и др.)","Не указана","На пустыре","Не установлена","Отходы производства, прочие материалы (мусор)","Причина не указана",0,0,1
"6170","Емельяновский район",2016-05-29,0,"Сельский населенный пункт","Полосы отчуждения и обочины дорог, луга, пустыри (в т.ч. мусор, сухая трава и др.)","Не указана","На пустыре","Не установлена","Отходы производства, прочие материалы (мусор)","Причина не указана",0,0,1
"6171","Емельяновский район",2016-05-29,0,"Сельский населенный пункт","Полосы отчуждения и обочины дорог, луга, пустыри (в т.ч. мусор, сухая трава и др.)","Не указана","На пустыре","Не установлена","Отходы производства, прочие материалы (мусор)","Причина не указана",0,0,1
"6172","Емельяновский район",2016-05-31,0,"Сельский населенный пункт","Полосы отчуждения и обочины дорог, луга, пустыри (в т.ч. мусор, сухая трава и др.)","Не указана","На пустыре","Не установлена","Отходы производства, прочие материалы (мусор)","Причина не указана",0,0,1
"6173","Емельяновский район",2016-05-31,0,"Сельский населенный пункт","Полосы отчуждения и обочины дорог, луга, пустыри (в т.ч. мусор, сухая трава и др.)","Не указана","На пустыре","Не установлена","Отходы производства, прочие материалы (мусор)","Причина не указана",0,0,1
"6174","Емельяновский район",2016-05-31,0,"Сельский населенный пункт","Полосы отчуждения и обочины дорог, луга, пустыри (в т.ч. мусор, сухая трава и др.)","Не указана","На пустыре","Не установлена","Отходы производства, прочие материалы (мусор)","Причина не указана",0,0,1
"6175","Емельяновский район",2016-06-03,0,"Сельский населенный пункт","Полосы отчуждения и обочины дорог, луга, пустыри (в т.ч. мусор, сухая трава и др.)","Не указана","На пустыре","Не установлена","Отходы производства, прочие материалы (мусор)","Причина не указана",0,0,1
"6176","Емельяновский район",2016-06-02,0,"Сельский населенный пункт","Полосы отчуждения и обочины дорог, луга, пустыри (в т.ч. мусор, сухая трава и др.)","Не указана","На пустыре","Не установлена","Отходы производства, прочие материалы (мусор)","Причина не указана",0,0,1
"6177","Емельяновский район",2016-06-04,0,"Сельский населенный пункт","Полосы отчуждения и обочины дорог, луга, пустыри (в т.ч. мусор, сухая трава и др.)","Не указана","На пустыре","Не установлена","Отходы производства, прочие материалы (мусор)","Причина не указана",0,0,1
"6178","Емельяновский район",2016-06-03,0,"Сельский населенный пункт","Полосы отчуждения и обочины дорог, луга, пустыри (в т.ч. мусор, сухая трава и др.)","Не указана","На пустыре","Не установлена","Отходы производства, прочие материалы (мусор)","Причина не указана",0,0,1
"6179","Емельяновский район",2016-06-04,0,"Сельский населенный пункт","Полосы отчуждения и обочины дорог, луга, пустыри (в т.ч. мусор, сухая трава и др.)","Не указана","На пустыре","Не установлена","Отходы производства, прочие материалы (мусор)","Причина не указана",0,0,1
"6180","Емельяновский район",2016-06-07,0,"Сельский населенный пункт","Полосы отчуждения и обочины дорог, луга, пустыри (в т.ч. мусор, сухая трава и др.)","Не указана","На пустыре","Не установлена","Отходы производства, прочие материалы (мусор)","Причина не указана",0,0,1
"6181","Емельяновский район",2016-06-06,0,"Сельский населенный пункт","Полосы отчуждения и обочины дорог, луга, пустыри (в т.ч. мусор, сухая трава и др.)","Не указана","На пустыре","Не установлена","Отходы производства, прочие материалы (мусор)","Причина не указана",0,0,1
"6182","Емельяновский район",2016-06-07,0,"Сельский населенный пункт","Полосы отчуждения и обочины дорог, луга, пустыри (в т.ч. мусор, сухая трава и др.)","Не указана","На пустыре","Не установлена","Отходы производства, прочие материалы (мусор)","Причина не указана",0,0,1
"6183","Емельяновский район",2016-06-07,0,"Сельский населенный пункт","Полосы отчуждения и обочины дорог, луга, пустыри (в т.ч. мусор, сухая трава и др.)","Не указана","На пустыре","Не установлена","Отходы производства, прочие материалы (мусор)","Причина не указана",0,0,1
"6184","Емельяновский район",2016-06-07,0,"Сельский населенный пункт","Полосы отчуждения и обочины дорог, луга, пустыри (в т.ч. мусор, сухая трава и др.)","Не указана","На пустыре","Не установлена","Отходы производства, прочие материалы (мусор)","Причина не указана",0,0,1
"6185","Емельяновский район",2016-06-08,0,"Сельский населенный пункт","Полосы отчуждения и обочины дорог, луга, пустыри (в т.ч. мусор, сухая трава и др.)","Не указана","На пустыре","Не установлена","Отходы производства, прочие материалы (мусор)","Причина не указана",0,0,1
"6186","Емельяновский район",2016-06-10,0,"Сельский населенный пункт","Полосы отчуждения и обочины дорог, луга, пустыри (в т.ч. мусор, сухая трава и др.)","Не указана","На пустыре","Не установлена","Отходы производства, прочие материалы (мусор)","Причина не указана",0,0,1
"6187","Емельяновский район",2016-06-11,0,"Сельский населенный пункт","Полосы отчуждения и обочины дорог, луга, пустыри (в т.ч. мусор, сухая трава и др.)","Не указана","На пустыре","Не установлена","Отходы производства, прочие материалы (мусор)","Причина не указана",0,0,1
"6188","Емельяновский район",2016-06-12,0,"Сельский населенный пункт","Полосы отчуждения и обочины дорог, луга, пустыри (в т.ч. мусор, сухая трава и др.)","Не указана","На пустыре","Не установлена","Отходы производства, прочие материалы (мусор)","Причина не указана",0,0,1
"6189","Емельяновский район",2016-06-11,0,"Сельский населенный пункт","Полосы отчуждения и обочины дорог, луга, пустыри (в т.ч. мусор, сухая трава и др.)","Не указана","На пустыре","Не установлена","Отходы производства, прочие материалы (мусор)","Причина не указана",0,0,1
"6190","Емельяновский район",2016-06-11,0,"Сельский населенный пункт","Полосы отчуждения и обочины дорог, луга, пустыри (в т.ч. мусор, сухая трава и др.)","Не указана","На пустыре","Не установлена","Отходы производства, прочие материалы (мусор)","Причина не указана",0,0,1
"6191","Емельяновский район",2016-06-13,0,"Сельский населенный пункт","Полосы отчуждения и обочины дорог, луга, пустыри (в т.ч. мусор, сухая трава и др.)","Не указана","На пустыре","Не установлена","Отходы производства, прочие материалы (мусор)","Причина не указана",0,0,1
"6192","Емельяновский район",2016-06-12,0,"Сельский населенный пункт","Полосы отчуждения и обочины дорог, луга, пустыри (в т.ч. мусор, сухая трава и др.)","Не указана","На пустыре","Не установлена","Отходы производства, прочие материалы (мусор)","Причина не указана",0,0,1
"6193","Емельяновский район",2016-06-12,0,"Сельский населенный пункт","Полосы отчуждения и обочины дорог, луга, пустыри (в т.ч. мусор, сухая трава и др.)","Не указана","На пустыре","Не установлена","Отходы производства, прочие материалы (мусор)","Причина не указана",0,0,1
"6194","Емельяновский район",2016-06-05,0,"Сельский населенный пункт","Баня, сауна на территории домовладения","V","Прочие помещения","Стена, перегородка","Деревянные, бумажные изделия, материалы","Нарушение правил пожарной безопасности при эксплуатации печей",0,1,0
"6195","Емельяновский район",2016-06-08,0,"Сельский населенный пункт","Бытовые, вспомогательные, временные здания и постройки (бытовка, вагончик, сарай, хозблок, будка и др.)","V","Прочие помещения","Стена, перегородка","Прочие материалы","Неправильное устройство или неисправность печи",0,1,0
"6196","Емельяновский район",2016-06-11,0,"Сельский населенный пункт","Животноводческие здания и сооружения для выращивания и содержания (ферма, летняя дойка, полевой стан)","III","Чердачное помещение","Потолочное перекрытие (подвесной потолок)","Деревянные, бумажные изделия, материалы","Неосторожность при сжигании мусора, травы и иных изделий (материалов)",0,1,0
"6197","Емельяновский район",2016-06-11,0,"Сельский населенный пункт","Баня, сауна на территории домовладения","V","Сауна, парилка","Стена, перегородка","Деревянные, бумажные изделия, материалы","Нарушение правил пожарной безопасности при эксплуатации печей",0,1,0
"6198","Емельяновский район",2016-06-02,0,"Сельский населенный пункт","Многоквартирный жилой дом","V","Комната, жилое, спальное помещение, палата","Стена, перегородка","Деревянные, бумажные изделия, материалы","Неосторожность при курении",0,1,0
"6199","Емельяновский район",2016-06-04,0,"Сельский населенный пункт","Садовый дом, дача и др.","V","Чердачное помещение","Крыша","Деревянные, бумажные изделия, материалы","Неосторожность при курении",0,1,0
"6200","Емельяновский район",2016-06-04,0,"Населенный пункт городского типа","Надворная постройка","V","Веранда, терраса, тамбур","Стена, перегородка","Деревянные, бумажные изделия, материалы","Прочие причины, связанные с неосторожным обращением с огнем",0,1,0
